Rank,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2226,Darius Duffy,IPFW,20,21.9,5,2.3,3.1,0.738,0,0,0,0.5,1.6,0.281,2.5,1.8,4.2,0.6,0.8,0.6,0.5,2.1
2227,Clayton Jackson-Hudson,LIND,20,23.5,5,1.6,5,0.313,0.5,1.9,0.237,1.4,1.8,0.8,0.5,2.4,2.9,2.1,0.2,0.1,1.4,1.6
2228,Milos Ilic,Cal,18,20.6,4.9,1.7,2.9,0.585,0.1,0.3,0.333,1.4,1.6,0.862,1.4,3.6,5,1.6,0.6,0.3,1,3.4
2229,Tunde Durodola,TEM,18,20.7,4.9,1.6,2.7,0.571,0,0,0,1.8,2.3,0.805,1.3,2.4,3.7,1.6,0.4,0.4,0.9,3.5
2230,Joseph Venzant,ACU,18,26.8,4.9,1.3,2.9,0.453,0.3,0.8,0.4,1.9,2.3,0.854,1.1,2.2,3.3,0.7,2,0.3,1.1,3.3
2231,Christian Gamble,MC,18,23.1,4.9,1.7,4.3,0.397,0.8,2.6,0.304,0.7,0.9,0.813,0.1,1.3,1.4,1.8,0.8,0.1,0.6,1.5
2232,Kendyl Sanders,U of U,18,20.3,4.9,1.8,3.9,0.457,1,2.3,0.439,0.4,0.6,0.636,0.4,2,2.4,0.6,0.6,0.1,0.6,2.3
2233,Sergej Macura,MISST,17,19.2,4.9,2,3.5,0.567,0.2,0.7,0.25,0.8,1.4,0.542,1.4,3.3,4.7,0.6,0.4,0.1,0.5,1
2234,Max Burton,WMY,17,24.2,4.9,2.1,4.4,0.467,0,0.1,0,0.8,1.3,0.636,1.7,2.9,4.6,1.2,0.1,0.5,1.1,2.2
2235,Noah Taitz,UVU,14,20.4,4.9,1.4,4.2,0.339,0.9,2.8,0.333,1.1,1.6,0.727,0.2,1.6,1.8,1.1,0.6,0.1,0.9,1.1
2236,Cale Jacobsen,UNL,20,20.3,4.9,1.9,3.5,0.529,0.6,1.4,0.407,0.7,1.1,0.619,0.4,2.3,2.7,1.3,1.1,0.3,0.6,1.8
2237,Isaiah Walker,XAV,19,19,4.9,1.8,3.7,0.5,0.8,1.9,0.444,0.4,0.4,1,0.9,1.9,2.8,0.9,0.5,0.1,0.3,1.4
2238,Maleek Arington,SEA,18,31.5,4.9,1.1,4,0.264,0.6,1.9,0.314,2.2,2.8,0.765,0.8,2.1,2.9,3.4,2.1,0.1,1.2,2.3
2239,Nate Heise,IWAST,18,25.2,4.9,1.9,4.3,0.436,0.8,2.4,0.349,0.3,0.4,0.625,0.7,3.7,4.4,1.5,1.1,0.1,0.4,1.6
2240,Keziah Ekissi,ORST,18,17.7,4.9,1.5,4,0.375,0.6,1.9,0.324,1.3,2,0.639,0.4,1.3,1.7,1.9,0.5,0,0.9,1.3
2241,Myles Stute,SOCAR,16,24.1,4.9,1.7,4.9,0.346,1.2,3.8,0.317,0.3,0.7,0.455,0.7,2.8,3.5,0.6,0.6,0.3,0.7,1.8
2242,Zion Wilburn,SAMF,16,17.6,4.9,1.4,3.2,0.431,0.4,1.5,0.292,1.7,2.6,0.659,0.7,1.4,2.1,1.1,0.4,0.3,0.8,2.4
2243,Ethan Kizer,SODAK,16,17.2,4.9,1.4,3.9,0.371,1.4,3.8,0.377,0.6,1.3,0.45,0.1,1.9,1.9,0.2,0.4,0.1,0.3,1.1
2244,My'kel Jenkins,NORF,14,17.7,4.9,1.6,4.4,0.355,0.7,2,0.357,1,1.4,0.737,0.6,2.4,3.1,0.9,1.4,0.4,1,1.6
2245,Jordan Leaks,NORF,14,21,4.9,1.6,4.1,0.404,0.9,2.8,0.308,0.7,1.6,0.455,0.5,2,2.5,1.2,1.1,0.1,0.9,2
2246,Brandon Hall,DUQ,14,25.2,4.9,1.8,4.4,0.41,0.8,2.3,0.344,0.5,1.1,0.467,0.5,1.4,1.9,1.1,0.9,0.3,1.1,1.9
2247,Jake Davis,POLY,20,19.4,4.9,1.7,4.7,0.355,0.9,3,0.305,0.7,0.8,0.813,0.9,2.2,3.1,1.7,1,0.1,1.2,2.2
2248,Alex Kazanecki,DEL,20,31.9,4.9,1.6,3.8,0.408,1.3,3.3,0.385,0.5,0.7,0.714,0.2,2.4,2.5,0.6,0.6,0.3,0.7,1.4
2249,GiCarri Harris,PURD,20,15.3,4.9,1.5,3.6,0.417,0.9,2.5,0.36,1,1.1,0.864,0.2,1,1.2,0.8,0.9,0.1,0.3,1.3
2250,Cameron Faas,FRSNO,20,17.5,4.9,1.7,4.3,0.395,1.3,3.3,0.4,0.2,0.2,0.75,0.3,2,2.3,0.4,0.5,0.1,0.3,1.9
2251,Christian Jones,SIENA,20,17.8,4.9,1.5,4.4,0.333,1.1,3,0.367,0.9,0.9,0.944,0.2,0.8,1,1.2,0.5,0,0.8,1.1
2252,Noah Barnett,UVM,13,21.1,4.8,1.9,3.3,0.581,0,0.1,0,1,2,0.5,1.8,1.2,3,0.5,0.8,0.6,0.4,2.8
2253,Cam Polak,YSU,19,15.7,4.8,1.4,3.7,0.386,1.2,3.1,0.379,0.8,1,0.842,0.5,0.8,1.3,0.7,0.4,0,1.2,0.9
2254,Ken Chime,UWG,18,19.3,4.8,2.1,3.6,0.594,0,0,0,0.6,1.6,0.379,2.3,3.2,5.5,0.3,0.8,1.3,0.7,2.9
2255,Jadon Jones,OKLA,18,19.3,4.8,1.5,4,0.375,1.2,3.2,0.362,0.7,1.1,0.6,0.4,2.8,3.2,0.5,1.3,0.9,0.5,2.2
2256,Wilson Dubinsky,MARSH,18,17.7,4.8,1.6,4.1,0.378,1.3,3.1,0.411,0.4,0.7,0.615,1.2,2.2,3.3,1.3,0.4,0,0.3,1.4
2257,Anthony Finkley,STJOE,18,17.7,4.8,1.3,4,0.319,0.9,2.8,0.34,1.3,1.7,0.774,0.8,2.4,3.2,1.6,0.2,0.3,1.5,1.4
2258,Victor Okojie,UML,16,18.2,4.8,1.7,4.8,0.355,0.5,1.9,0.267,0.9,1.7,0.556,1.4,3.9,5.3,0.8,0.6,0.4,1.1,2.7
2259,Sencire Harris,CINCY,16,16.3,4.8,1.7,5,0.338,0.2,1.3,0.143,1.3,1.9,0.667,0.9,1.8,2.7,1.7,1.1,0.1,0.6,2.1
2260,Jon Sanders II,EMICH,15,14.2,4.8,1.3,3.6,0.352,0.7,2.4,0.278,1.6,1.9,0.828,0.1,0.9,1,0.9,0.5,0,1,1.1
2261,Straton Rogers,EWASH,18,20.3,4.8,2.1,3.3,0.627,0,0.1,0,0.7,1.3,0.522,1.3,2.8,4.1,1.1,0.8,0.2,0.3,2.6
2262,Nikolas Khamenia,DUKE,18,16.6,4.8,1.6,3.6,0.446,0.7,2.2,0.3,0.9,1.2,0.727,0.6,1.8,2.4,0.7,0.7,0.1,0.5,1.7
2263,Alon Michaeli,COLO,18,16.2,4.8,1.8,5.6,0.317,0.5,2,0.25,0.7,1.2,0.591,0.8,2.7,3.5,1.1,0.7,0.2,1,1.5
2264,Kaia Isaac,TARST,18,24.1,4.8,1.6,4.2,0.373,0.7,2.2,0.325,0.9,1,0.944,0.2,1.4,1.6,0.9,1,0.1,1.4,1.3
2265,Gabe Kincy,AAMU,9,18.7,4.8,1.1,2.8,0.4,0.4,1,0.444,2.1,2.9,0.731,0.8,1.7,2.4,0.7,0.6,0.1,1.2,2
2266,Iaroslav Niagu,JKSNV,20,21.8,4.8,1.8,3.5,0.507,0,0,0,1.3,1.8,0.714,1.6,4.1,5.7,1.3,0.3,1.4,1.3,2
2267,Stephan Snagg,BNGH,16,22.6,4.8,2,3.2,0.627,0,0,0,0.8,1.4,0.545,0.8,2,2.8,0.4,0.4,0.3,0.4,2.9
2268,Chris Arias,JAC,16,14,4.8,1.6,3.6,0.456,0.6,1.9,0.323,0.9,1.1,0.824,0.4,1.6,2,0.6,0.4,0.2,0.7,0.9
2269,Keeshawn Mason,PVAMU,12,18,4.8,1.5,3.6,0.419,0.2,0.6,0.286,1.6,2.3,0.704,1.1,1.5,2.6,0.3,0.5,0.5,0.4,3.2
2270,Eze Wali,CTDL,18,26.4,4.7,1.4,4.7,0.306,0.7,2.6,0.261,1.2,1.8,0.636,0.3,2.7,3,2.4,0.9,0.3,1.3,2.1
2271,Chas Kelley III,GT,18,19.5,4.7,1.7,4.5,0.383,1.1,3.1,0.364,0.2,0.3,0.6,0.3,1.1,1.4,1.6,0.4,0.1,0.8,1.9
2272,Malcolm Wrisby-Jefferson,BRWN,14,24.4,4.7,2,4.9,0.412,0.4,1.4,0.25,0.4,0.6,0.625,0.2,3.8,4,2.7,1.3,0.1,1.9,2.1
2273,"Shawn Jones, Jr.",MISST,17,23.8,4.7,1.8,4.1,0.435,0.8,2,0.382,0.4,0.6,0.7,0.7,2.4,3.1,1.1,1,0.5,0.6,2.1
2274,Nick Coval,DAV,17,18.2,4.7,1.6,3.9,0.424,0.6,2.4,0.275,0.8,1,0.765,0.1,0.9,0.9,1.9,0.4,0.1,1,1.6
2275,Kaleb Brown,RMU,20,22,4.7,1.7,4.1,0.407,0.8,2.5,0.306,0.7,1.1,0.619,0.7,2.1,2.8,2.8,0.7,0.3,1.4,2.3
2276,Sheridan Sharp,USI,20,17.8,4.7,1.4,4.6,0.293,0.2,0.6,0.273,1.9,3.1,0.607,0.5,1.7,2.1,2.2,1.1,0.4,1.2,1.3
2277,Logan Woods,WRST,20,16.5,4.7,1.7,3.9,0.429,0.7,2.2,0.318,0.7,1,0.737,0.4,1,1.3,1.1,0.2,0.1,0.8,0.9
2278,Chudi Dioramma,ARKST,13,13.9,4.7,1.8,3,0.59,0,0,0,1.2,1.8,0.625,1.4,2.7,4.1,0.6,0.2,0.5,0.5,1.9
2279,Ashton Hardaway,MEMP,13,17.8,4.7,1.7,4.3,0.393,0.8,2.3,0.367,0.5,0.7,0.667,0.6,1.8,2.4,1.4,0.6,0.8,1,1.5
2280,Kaleb Banks,DEP,19,14.9,4.7,1.6,3.7,0.429,0.5,1.7,0.313,1,1.3,0.792,0.9,1.6,2.6,0.2,0.2,0.3,0.4,1.7
2281,"Marcus Fitzgerald, Jr.",JKSNV,19,19.1,4.7,1.6,4.2,0.388,1,2.7,0.365,0.4,0.5,0.8,0.3,1.4,1.6,0.9,0.6,0.1,0.7,1.5
2282,Josh Taylor,TAMUC,22,16,4.7,1.9,3.7,0.512,0.2,0.7,0.333,0.6,1.1,0.56,1.5,2,3.4,0.9,0.3,0.6,1.1,1.5
2283,Jaiden Lawrence,SELU,22,19.4,4.7,1.6,4.1,0.385,1,3,0.343,0.5,0.6,0.769,0.6,1.3,1.9,0.4,0.6,0,0.5,1.9
2284,Jafeth Martinez,USCU,15,19.2,4.7,1.7,2.6,0.641,0,0,0,1.3,2.1,0.645,2,3.2,5.2,0.1,0.1,1.6,0.5,3.3
2285,Ezra McKenna,BUFF,18,14.4,4.7,1.8,3,0.593,0.8,1.5,0.519,0.3,0.6,0.6,0.7,2.3,3,0.9,0.2,0.2,0.8,1.3
2286,Jack Turner,ORU,9,21.4,4.7,1.8,5.1,0.348,0.8,3.1,0.25,0.3,0.4,0.75,0.8,1.6,2.3,1.6,0.1,0,0.7,2.3
2287,Christian Watson,HMPTN,12,16,4.7,1.8,4.5,0.407,0.4,1.7,0.25,0.6,0.8,0.7,0.8,0.9,1.7,0.7,0.3,0,0.8,1.5
2288,Naz Fisher,EIU,20,17.4,4.7,1.8,3.2,0.547,0,0,0,1.2,1.6,0.719,2.4,2.5,4.9,0.5,0.3,0.6,1.1,2.9
2289,Jacob Bannarbie,UNLV,20,15.7,4.7,1.6,3.3,0.477,0.1,0.1,0.5,1.5,2.4,0.625,1.5,2.8,4.2,1,0.4,0.2,1.2,2.3
2290,Terrance Arceneaux,NCST,17,18.2,4.6,1.8,3.9,0.455,0.6,1.8,0.367,0.5,0.5,0.889,0.6,2.6,3.3,0.5,1.1,0.4,0.4,0.9
2291,"Sadiq White, Jr.",SYRA,17,11.2,4.6,2.1,3.6,0.581,0.2,0.5,0.444,0.2,0.4,0.5,0.8,1.4,2.2,0.2,0.4,0.5,0.5,2.3
2292,Augie Gerhart,PENN,14,17.8,4.6,1.9,2.9,0.659,0,0,0,0.8,1.4,0.55,2.1,1.9,3.9,1,0.3,0.7,0.9,2.4
2293,Dalton Scantlebury,PENN,14,14.5,4.6,1.5,3.9,0.382,0,0,0,1.6,2.5,0.657,1.6,1.7,3.4,0.6,0.7,0.6,0.9,1.7
2294,Jerald Colonel,SFA,22,24.3,4.6,1.8,3.8,0.482,0,0,0,1,1.8,0.564,3.1,4.2,7.3,0.9,0.8,2,0.7,2.5
2295,Eli Chol,UCI,11,17.3,4.6,1.7,3.4,0.514,0.5,1.3,0.357,0.7,1.7,0.421,0.8,2,2.8,0.7,0.4,0.8,0.4,1.6
2296,Emmett Marquardt,EWASH,16,13.7,4.6,1.8,3.9,0.444,0.6,1.8,0.345,0.5,0.5,1,0.7,2.1,2.8,0.6,0.4,0.6,0.6,1.4
2297,Isaiah Skinner,USCU,16,22.8,4.6,1.6,4.9,0.329,0.9,3.5,0.268,0.4,0.5,0.875,0.6,2.7,3.3,1.4,1.2,0.4,1.3,2.4
2298,Love Bettis,UIW,21,18.4,4.6,1.9,4.5,0.421,0.4,1.4,0.267,0.4,0.5,0.818,0.2,0.4,0.7,1,0.4,0,0.9,2.2
2299,David Rochester,BRWN,13,22.1,4.6,1.5,4.3,0.357,0.3,1.2,0.25,1.2,1.7,0.727,0.9,2.3,3.2,1.5,0.7,0.4,0.8,3.4
2300,X'Zaevion Barnett,MVSU,18,29.3,4.6,1.2,3.4,0.355,0.2,0.6,0.3,2,3.4,0.581,0.8,3.4,4.2,2.7,1.2,0.2,1.6,2.4
2301,Truman Byrne,UCA,18,16.4,4.6,1.5,3.2,0.466,1.1,2.6,0.404,0.6,0.7,0.833,0.8,1.4,2.3,2.3,0.2,0,0.9,1.2
2302,Jakob Blakley,MOYNE,18,16.6,4.6,1.5,3.8,0.397,0.8,2.5,0.311,0.8,1,0.833,0.4,1.1,1.4,0.6,0.1,0,0.5,1.2
2303,Myles Rigsby,TULSA,15,16.7,4.6,1.6,3,0.533,0.4,1.1,0.353,1,1,1,0.5,0.9,1.4,0.9,0.7,0.3,0.7,1.1
2304,Goanar Biliew,WIU,20,19.2,4.6,1.6,4.1,0.383,0.3,0.8,0.375,1.2,2.3,0.522,1.3,1.2,2.5,0.2,0.4,0.3,0.8,1.4
2305,Jonathan Beagle,RICH,10,13.5,4.6,1.9,3.5,0.543,0,0.1,0,0.8,1.7,0.471,1,2.4,3.4,1.4,0.5,0.2,1.3,2
2306,Trey Parker,SETON,19,15.4,4.6,1.6,4.2,0.388,0.2,1.1,0.143,1.2,1.5,0.759,0.7,1.9,2.6,1.4,0.8,0.3,1.2,1.4
2307,Tay Mosher,TAMUC,19,18.9,4.6,1.6,4.7,0.337,1.1,3.7,0.296,0.3,0.5,0.6,0.3,1.9,2.3,1.3,0.4,0.1,0.4,2
2308,Jonathan Powell,UNC,18,15.1,4.6,1.6,3.7,0.424,1.1,2.6,0.435,0.3,0.6,0.545,0.4,2.2,2.6,0.6,0.4,0,0.3,1.1
2309,Kade Sebastian,AMERU,18,20.5,4.6,1.4,3.8,0.377,1,2.8,0.353,0.7,0.9,0.75,0.9,1.9,2.8,0.7,0.8,0.1,0.4,2.3
2310,Hassan Washington,NIU,18,18.3,4.6,1.9,3.3,0.576,0,0.2,0,0.8,1.8,0.424,1.6,2.4,4,0.7,0.2,0.1,1.9,2.7
2311,Grayson Grove,MINN,20,22.6,4.6,2,3.4,0.574,0.3,0.9,0.294,0.4,1.3,0.32,1,2.3,3.3,1.9,1.2,0.7,0.5,2.5
2312,Efeosa Oliogu-Elabor,BTLR,20,16.6,4.6,1.7,4,0.413,0.1,0.9,0.118,1.2,1.8,0.639,0.7,1.3,1.9,2.1,0.9,0.2,1.5,1.5
2313,Kavon Bradford,NAU,15,11.7,4.5,1.5,3.3,0.449,0.1,0.5,0.286,1.5,2.1,0.688,0.2,0.9,1.1,0.7,0.5,0.1,1.1,1.5
2314,Ocypher Owens,TARST,17,19.4,4.5,1.5,4.2,0.347,0.4,1.2,0.286,1.2,1.8,0.7,1.4,2.4,3.7,0.8,1.1,0.6,1.3,2.4
2315,Cale Barclay,SUU,17,13.4,4.5,1.4,3.3,0.429,0.1,1,0.118,1.6,2.1,0.771,0.8,1.4,2.1,0.8,0.2,0,1.4,2.3
2316,Shadrak Lasu,LIU,16,24.8,4.5,1.8,3.2,0.549,0.3,0.4,0.714,0.7,1.1,0.611,2.6,3.6,6.2,0.6,0.4,1.8,0.9,2.8
2317,Aidan Shaw,BOS,18,24.3,4.5,1.7,3,0.556,0.1,0.4,0.143,1.1,1.9,0.571,1.6,3.7,5.3,0.5,0.7,1,0.9,2.7
2318,Raymond Espinal-Guzman,STONE,18,22,4.5,1.7,4.9,0.341,0.4,2,0.222,0.7,1.1,0.684,1.2,2.6,3.8,1.1,0.1,0.7,0.9,1.7
2319,Salim London,UAB,18,20.9,4.5,1.3,4.6,0.28,0.4,1.8,0.212,1.6,1.7,0.933,0.4,2.1,2.5,1.3,0.7,0.3,0.4,1
2320,Spencer Elliott,CHAR,18,17.1,4.5,1.8,3.8,0.464,0.2,1,0.222,0.7,1.7,0.433,0.9,2.1,3,0.6,0.4,0.8,0.8,2.1
2321,Nick Pringle,ARK,18,17.4,4.5,1.7,2.3,0.738,0,0,0,1.1,1.9,0.559,1.4,1.4,2.9,0.4,0.2,0.4,1,3.2
2322,Ryan Soulis,COM,12,18.6,4.5,1.9,4.7,0.411,0,0.9,0,0.7,1.2,0.571,1.1,2.8,3.8,1.5,0.5,0.7,1.3,2.3
2323,Kaden Rickard,KENN,20,18.1,4.5,1.5,4,0.38,0.6,1.5,0.414,0.9,1.8,0.486,0.9,1.7,2.5,1.9,0.8,0.4,1.6,2.5
2324,Elijah Perkins,STPC,18,26.3,4.4,1.7,4.2,0.395,0,0.3,0,1.1,1.8,0.606,1.2,2.3,3.4,1.8,1.2,0.3,0.7,2.3
2325,Josiah Sanders,COLO,18,18.3,4.4,1.8,3.7,0.493,0.1,0.7,0.154,0.7,1.2,0.571,1,1.3,2.3,2.1,0.4,0,0.8,1.2
2326,Hantz Louis-Jeune,USA,18,27.1,4.4,1.6,4.7,0.329,0.9,3.5,0.254,0.4,0.6,0.727,0.4,2.9,3.3,0.7,0.8,0.3,0.3,1.6
2327,Alex Doyle,STET,18,16.5,4.4,1.6,3.8,0.412,1.1,3,0.37,0.2,0.3,0.667,0.6,1.6,2.2,0.9,0.2,0.2,0.8,0.8
2328,"Marcus Rigsby, Jr.",UTA,18,16.9,4.4,1.4,3.9,0.371,0.6,2.2,0.275,0.9,1.4,0.68,0.4,1.4,1.8,0.4,0.3,0.3,1.1,1.5
2329,Tybo Bailey,ECAR,7,19.3,4.4,1.1,5.7,0.2,0.7,3.3,0.217,1.4,2.1,0.667,0.4,1,1.4,0.7,0.6,0,0.7,1.6
2330,Foster Wonders,CLEST,19,21.5,4.4,1.5,4.1,0.377,1,3.3,0.306,0.4,0.4,0.875,0.2,1.3,1.5,0.8,0.4,0,0.3,1.3
2331,Maliq Brown,DUKE,18,21.6,4.4,1.9,3.7,0.53,0.2,1.1,0.2,0.3,0.7,0.385,1.9,3.3,5.2,2.4,2.3,0.5,0.9,2.9
2332,Caleb Embeya,TOWS,18,23.8,4.4,1.5,3,0.5,0,0,0,1.4,2.3,0.595,2.9,3.2,6.1,0.4,0.8,0.7,1,2.8
2333,Preston Copeland,BLLST,18,20.7,4.4,1.9,2.9,0.642,0,0,0,0.6,1.7,0.367,1.6,2.6,4.2,0.2,0.4,0.7,0.7,2.6
2334,Kelcy Phipps,PORTL,18,17.6,4.4,1.6,3.2,0.509,0.7,1.6,0.429,0.5,0.9,0.563,0.2,1.7,1.9,1,1.1,0.1,0.7,2.2
2335,Alex Crawford,URI,18,19.5,4.4,1.6,4.4,0.35,0.5,2.1,0.243,0.8,1.6,0.5,1,1.6,2.6,0.1,0.6,0.7,1.1,2.5
2336,Caleb Crawford,MAINE,16,22.8,4.4,1.3,4.3,0.29,0.4,1.8,0.241,1.4,2.2,0.657,0.3,1,1.3,2.6,1,0.1,0.9,1.3
2337,Isaiah Abraham,GTOWN,19,20.4,4.4,1.4,4.1,0.338,0.7,2.3,0.326,0.9,1.2,0.773,1.2,1.6,2.8,0.8,0.3,0.3,0.6,2.2
2338,C.J. Happy,PRIN,11,16.3,4.4,1.7,4.9,0.352,0.6,2.3,0.28,0.3,0.5,0.6,0.7,1.2,1.9,1.3,0.3,0.2,0.7,2
2339,Brit Harris,FIU,20,18.4,4.4,1.5,4.2,0.357,0.7,2.7,0.264,0.7,1,0.65,0.3,2.4,2.6,1.3,1.1,0.1,0.9,1.2
2340,Aidan Burke,UCSD,20,19.2,4.4,1.7,3.9,0.423,0.6,2.6,0.235,0.5,0.6,0.75,0.6,1.6,2.2,1,0.8,0.3,0.6,2.3
2341,Nate Brafford,CHASO,16,20,4.3,1.5,3.1,0.48,1.1,2.3,0.459,0.3,0.5,0.5,0.9,2,2.9,1.2,0.4,0.4,0.6,2.6
2342,Mathis Courbon,MRRY,20,15.2,4.3,1.2,2.9,0.414,0.6,1.4,0.444,1.3,1.6,0.813,0.4,1.7,2.1,1.2,0.4,0.2,0.7,1.1
2343,Devin Tillis,UVA,17,16.8,4.3,1.4,4.1,0.343,0.9,2.5,0.357,0.6,0.7,0.833,0.7,2.1,2.8,1.3,0.2,0,0.8,1.5
2344,Ademar Santos,DESU,7,13.7,4.3,1.1,3.9,0.296,0.6,2.3,0.25,1.4,1.7,0.833,0.1,1.4,1.6,0.3,0.1,0.4,0.7,1.1
2345,Jamarion Davis-Fleming,MISST,18,20.8,4.3,1.7,2.4,0.721,0,0,0,0.8,2.4,0.341,2.2,3.2,5.3,0.6,0.3,1.4,0.7,2.7
2346,Jaion Pitt,PACI,18,17.8,4.3,1.8,2.9,0.615,0.1,0.2,0.667,0.6,1.1,0.579,1.5,2.5,4,0.3,0.8,0.2,0.4,1.8
2347,Dre Kindell,WICHI,18,15.4,4.3,1.2,3.3,0.373,0.3,0.9,0.313,1.6,2.1,0.757,0.4,0.9,1.3,1.7,0.7,0.1,0.9,1.8
2348,"Anquan Boldin, Jr.",FAMU,11,13,4.3,1.7,2.8,0.613,0,0.4,0,0.8,1.5,0.563,0.4,1.5,1.8,0.5,0.5,0.2,1,0.7
2349,Kezza Giffa,MISS,11,13.5,4.3,0.8,2.5,0.333,0.5,1.4,0.333,2.2,2.5,0.857,0.2,1.4,1.5,1.4,0.2,0.2,0.9,1.1
2350,A.J. Swinton,FLAST,15,16.9,4.3,1.5,3.6,0.426,0.9,2.5,0.351,0.3,0.7,0.455,0.4,1.4,1.8,0.4,0.8,0.5,0.5,1.4
2351,Cal Furnish,ORU,16,20.5,4.3,1.4,3.1,0.46,0.6,1.8,0.345,0.8,1.1,0.667,0.7,2.3,2.9,1.8,0.7,0.1,1.1,2.2
2352,Isaia Howard,IOWA,20,18.6,4.3,1.7,4.5,0.367,0.4,1.6,0.25,0.6,0.7,0.786,0.8,2,2.8,1.1,0.9,0.3,0.6,2.5
2353,John Kelly,NJIT,16,14.6,4.3,1.2,2.8,0.422,0.3,0.9,0.357,1.6,2.1,0.758,1.1,1.4,2.6,0.5,0.4,0.1,0.4,1.8
2354,Aginaldo Neto,BOISE,20,19.8,4.3,1.3,3.5,0.357,0.5,1.6,0.323,1.3,1.6,0.781,0.2,1.3,1.5,2.2,0.4,0.1,1.5,2.2
2355,Kieran Elliott,POLY,8,14.9,4.3,1.5,2.6,0.571,0.1,0.6,0.2,1.1,1.5,0.75,0.8,0.9,1.6,0.3,0.4,0.1,0.3,0.9
2356,Matt Enright,APSU,12,13.7,4.3,1.4,3.8,0.378,1.1,3.2,0.342,0.3,0.4,0.8,0,0.7,0.7,0.5,0.5,0,0.2,1.4
2357,Anthony Enoh,GAST,18,22.6,4.2,1.2,3.9,0.31,0.2,1.1,0.15,1.6,2.3,0.707,1.7,3.1,4.7,0.7,0.5,0.8,0.6,1.8
2358,Hunter Adam,DAV,18,15.2,4.2,1.5,3.3,0.45,0.6,2.1,0.297,0.6,0.9,0.647,0.5,2,2.5,0.9,0.4,0.1,0.4,1.4
2359,Simeon Wilcher,TEXAS,18,18.8,4.2,1.4,4.3,0.325,0.7,2.2,0.3,0.8,0.9,0.875,0.2,1.2,1.4,2.1,0.7,0.1,1.1,2.2
2360,Halon Rawlins,FAIR,19,19.7,4.2,1.5,4.5,0.341,0.5,2.1,0.256,0.6,0.9,0.667,1.7,1.4,3.1,1.2,0.7,0.7,0.9,2.5
2361,Mason Miller,MRRY,19,23.3,4.2,1.3,3.9,0.32,1,3.3,0.302,0.7,0.8,0.813,0.9,2.6,3.5,0.3,0.4,0.3,0.4,1.7
2362,Esyah Pippa-White,UWM,20,17.9,4.2,1.3,4.3,0.294,0.6,2.4,0.25,1.1,1.9,0.579,0.2,1.7,1.9,2.4,0.4,0.1,1.2,1.3
2363,Wesley Celichowski,AF,20,21.5,4.2,1.6,4.1,0.378,0.4,2.1,0.195,0.7,1.1,0.667,0.4,1.8,2.2,1.5,0.4,0.5,1.1,2.5
2364,Jayden Ross,UConn,18,15.2,4.2,1.5,2.8,0.54,0.5,1.6,0.31,0.7,0.9,0.706,0.7,1.6,2.2,0.8,0.6,0.5,0.7,1.4
2365,Nick Mullen,CMU,18,17.5,4.2,1.6,3.4,0.475,0.2,0.9,0.176,0.8,1.3,0.609,0.8,2.6,3.3,0.7,0.4,0.7,0.8,2
2366,Romad Dean,TULSA,18,13.7,4.2,1.5,2.8,0.529,0.6,1.7,0.333,0.6,0.6,1,1,1.6,2.6,0.2,0.3,0.1,0.2,1.2
2367,Louis Hutchinson,AAMU,18,15.9,4.2,1.4,3.3,0.417,0.7,2.1,0.316,0.7,0.8,0.867,0.6,0.9,1.4,0.5,0.2,0.1,0.4,1.5
2368,Cam Ward,MCHST,19,15.1,4.2,1.7,3,0.579,0,0.1,0,0.7,1.1,0.619,1.1,3.2,4.3,0.3,0.4,0.6,0.9,2.2
2369,Zae Blake,UTRGV,21,17.3,4.1,1.4,4,0.345,0.7,2.6,0.278,0.7,1,0.7,0.6,2,2.7,1,0.5,0.1,1,1.6
2370,Justin Monden,UMES,14,20.6,4.1,1.4,4.2,0.322,0.5,2,0.25,0.9,1.2,0.765,0.4,0.6,1,1.4,0.9,0,1.4,2.3
2371,Matheo Coffi,UTSA,18,20,4.1,1.6,3.3,0.475,0.7,1.6,0.414,0.3,0.6,0.545,1.5,3.2,4.7,0.8,0.3,0.8,1,2.1
2372,Harlan Obioha,WVU,18,19.6,4.1,1.4,2.7,0.51,0.1,0.1,1,1.3,2.4,0.523,1.7,2.2,3.9,0.6,0.3,0.5,0.7,2.2
2373,Raevon Thomas,JKSN,18,19.1,4.1,1.6,2.8,0.56,0.4,0.9,0.412,0.6,1.2,0.524,1.3,2.3,3.7,0.4,0.2,0.6,0.9,1.8
2374,Braden Housley,UVU,18,27.2,4.1,1.3,3.7,0.348,0.5,1.7,0.29,1.1,2.1,0.5,0.5,2.3,2.8,3.1,1.2,0.1,1.9,2.8
2375,Tyler Isaak,MONT,18,19.1,4.1,1.3,3.2,0.397,0.7,1.8,0.375,0.9,0.9,0.941,0.2,1.6,1.8,1.2,0.3,0.1,0.7,1.3
2376,Harrison Beauchamp,UCA,18,16.4,4.1,1.4,3.5,0.397,0.8,2.4,0.341,0.5,0.6,0.9,0.6,1.1,1.6,1.1,0.3,0.1,0.6,0.9
